ID;GebruikVanGeweld;SoortDiefstal;RegioS;Perioden;TotaalGeregistreerdeDiefstallen_1;GeregistreerdeDiefstallenPer1000Inw_3
303237;A048106;CRI1122;GM0425;2019JJ00;;
303238;A048106;CRI1122;GM0425;2020JJ00;;
303239;A048106;CRI1122;GM0425;2021JJ00;;
303248;A048106;CRI1122;GM1740;2018JJ00;20;       .
303249;A048106;CRI1122;GM1740;2019JJ00;20;       .
303250;A048106;CRI1122;GM1740;2020JJ00;20;       .
303251;A048106;CRI1122;GM1740;2021JJ00;25;       .
303260;A048106;CRI1122;GM0643;2018JJ00;;
303261;A048106;CRI1122;GM0643;2019JJ00;;
303262;A048106;CRI1122;GM0643;2020JJ00;;
303263;A048106;CRI1122;GM0643;2021JJ00;;
303272;A048106;CRI1122;GM0946;2018JJ00;20;       .
303273;A048106;CRI1122;GM0946;2019JJ00;25;       .
303274;A048106;CRI1122;GM0946;2020JJ00;5;       .
303275;A048106;CRI1122;GM0946;2021JJ00;20;       .
303284;A048106;CRI1122;GM0304;2018JJ00;0;     0.0
303285;A048106;CRI1122;GM0304;2019JJ00;;
303286;A048106;CRI1122;GM0304;2020JJ00;;
303287;A048106;CRI1122;GM0304;2021JJ00;;
303296;A048106;CRI1122;GM0412;2018JJ00;;
303297;A048106;CRI1122;GM0412;2019JJ00;;
303298;A048106;CRI1122;GM0412;2020JJ00;;
303299;A048106;CRI1122;GM0412;2021JJ00;;
303308;A048106;CRI1122;GM0356;2018JJ00;160;     2.6
303309;A048106;CRI1122;GM0356;2019JJ00;170;     2.7
303310;A048106;CRI1122;GM0356;2020JJ00;170;     2.7
303311;A048106;CRI1122;GM0356;2021JJ00;130;     2.0
303320;A048106;CRI1122;GM0569;2018JJ00;15;       .
303321;A048106;CRI1122;GM0569;2019JJ00;15;       .
303322;A048106;CRI1122;GM0569;2020JJ00;20;       .
303323;A048106;CRI1122;GM0569;2021JJ00;25;       .
303332;A048106;CRI1122;GM0571;2018JJ00;;
303333;A048106;CRI1122;GM0571;2019JJ00;;
303334;A048106;CRI1122;GM0571;2020JJ00;;
303335;A048106;CRI1122;GM0571;2021JJ00;;
303344;A048106;CRI1122;GM0104;2018JJ00;;
303345;A048106;CRI1122;GM0104;2019JJ00;;
303346;A048106;CRI1122;GM0104;2020JJ00;;
303347;A048106;CRI1122;GM0104;2021JJ00;;
303356;A048106;CRI1122;GM0267;2018JJ00;55;       .
303357;A048106;CRI1122;GM0267;2019JJ00;75;       .
303358;A048106;CRI1122;GM0267;2020JJ00;60;       .
303359;A048106;CRI1122;GM0267;2021JJ00;60;       .
303368;A048106;CRI1122;GM0268;2018JJ00;1545;     8.8
303369;A048106;CRI1122;GM0268;2019JJ00;1895;    10.7
303370;A048106;CRI1122;GM0268;2020JJ00;1830;    10.3
303371;A048106;CRI1122;GM0268;2021JJ00;1590;     9.0
303380;A048106;CRI1122;GM1930;2018JJ00;190;     2.3
303381;A048106;CRI1122;GM1930;2019JJ00;245;     2.9
303382;A048106;CRI1122;GM1930;2020JJ00;245;     2.9
303383;A048106;CRI1122;GM1930;2021JJ00;180;     2.1
303392;A048106;CRI1122;GM1970;2018JJ00;;
303393;A048106;CRI1122;GM1970;2019JJ00;30;       .
303394;A048106;CRI1122;GM1970;2020JJ00;30;       .
303395;A048106;CRI1122;GM1970;2021JJ00;35;       .
303404;A048106;CRI1122;GM1695;2018JJ00;5;       .
303405;A048106;CRI1122;GM1695;2019JJ00;10;       .
303406;A048106;CRI1122;GM1695;2020JJ00;15;       .
303407;A048106;CRI1122;GM1695;2021JJ00;5;       .
303416;A048106;CRI1122;GM1699;2018JJ00;45;       .
303417;A048106;CRI1122;GM1699;2019JJ00;30;       .
303418;A048106;CRI1122;GM1699;2020JJ00;30;       .
303419;A048106;CRI1122;GM1699;2021JJ00;25;       .
303428;A048106;CRI1122;GM0171;2018JJ00;75;       .
303429;A048106;CRI1122;GM0171;2019JJ00;85;       .
303430;A048106;CRI1122;GM0171;2020JJ00;60;       .
303431;A048106;CRI1122;GM0171;2021JJ00;50;       .
303440;A048106;CRI1122;GM0575;2018JJ00;120;     4.6
303441;A048106;CRI1122;GM0575;2019JJ00;140;     3.2
303442;A048106;CRI1122;GM0575;2020JJ00;165;     3.8
303443;A048106;CRI1122;GM0575;2021JJ00;145;     3.3
303452;A048106;CRI1122;GM0576;2018JJ00;35;       .
303453;A048106;CRI1122;GM0576;2019JJ00;;
303454;A048106;CRI1122;GM0576;2020JJ00;;
303455;A048106;CRI1122;GM0576;2021JJ00;;
303464;A048106;CRI1122;GM0820;2018JJ00;55;       .
303465;A048106;CRI1122;GM0820;2019JJ00;35;       .
303466;A048106;CRI1122;GM0820;2020JJ00;75;       .
303467;A048106;CRI1122;GM0820;2021JJ00;100;     4.2
303476;A048106;CRI1122;GM0302;2018JJ00;30;       .
303477;A048106;CRI1122;GM0302;2019JJ00;35;       .
303478;A048106;CRI1122;GM0302;2020JJ00;20;       .
303479;A048106;CRI1122;GM0302;2021JJ00;40;       .
303488;A048106;CRI1122;GM0951;2018JJ00;20;       .
303489;A048106;CRI1122;GM0951;2019JJ00;;
303490;A048106;CRI1122;GM0951;2020JJ00;;
303491;A048106;CRI1122;GM0951;2021JJ00;;
303500;A048106;CRI1122;GM0579;2018JJ00;60;       .
303501;A048106;CRI1122;GM0579;2019JJ00;70;       .
303502;A048106;CRI1122;GM0579;2020JJ00;50;       .
303503;A048106;CRI1122;GM0579;2021JJ00;50;       .
303512;A048106;CRI1122;GM0823;2018JJ00;45;       .
303513;A048106;CRI1122;GM0823;2019JJ00;35;       .
303514;A048106;CRI1122;GM0823;2020JJ00;30;       .
303515;A048106;CRI1122;GM0823;2021JJ00;50;       .
303524;A048106;CRI1122;GM0824;2018JJ00;85;       .
303525;A048106;CRI1122;GM0824;2019JJ00;70;       .
303526;A048106;CRI1122;GM0824;2020JJ00;55;       .
303527;A048106;CRI1122;GM0824;2021JJ00;85;       .
303536;A048106;CRI1122;GM1895;2018JJ00;100;     2.6
303537;A048106;CRI1122;GM1895;2019JJ00;85;       .
303538;A048106;CRI1122;GM1895;2020JJ00;65;       .
303539;A048106;CRI1122;GM1895;2021JJ00;75;       .
303548;A048106;CRI1122;GM0269;2018JJ00;20;       .
303549;A048106;CRI1122;GM0269;2019JJ00;25;       .
303550;A048106;CRI1122;GM0269;2020JJ00;20;       .
303551;A048106;CRI1122;GM0269;2021JJ00;10;       .
303560;A048106;CRI1122;GM0173;2018JJ00;145;     4.5
303561;A048106;CRI1122;GM0173;2019JJ00;135;     4.2
303562;A048106;CRI1122;GM0173;2020JJ00;80;       .
303563;A048106;CRI1122;GM0173;2021JJ00;80;       .
303572;A048106;CRI1122;GM1773;2018JJ00;25;       .
303573;A048106;CRI1122;GM1773;2019JJ00;20;       .
303574;A048106;CRI1122;GM1773;2020JJ00;25;       .
303575;A048106;CRI1122;GM1773;2021JJ00;20;       .
303584;A048106;CRI1122;GM0175;2018JJ00;20;       .
303585;A048106;CRI1122;GM0175;2019JJ00;25;       .
303586;A048106;CRI1122;GM0175;2020JJ00;15;       .
303587;A048106;CRI1122;GM0175;2021JJ00;10;       .
303596;A048106;CRI1122;GM0881;2018JJ00;5;       .
303597;A048106;CRI1122;GM0881;2019JJ00;;
303598;A048106;CRI1122;GM0881;2020JJ00;;
303599;A048106;CRI1122;GM0881;2021JJ00;;
303608;A048106;CRI1122;GM1586;2018JJ00;40;       .
303609;A048106;CRI1122;GM1586;2019JJ00;50;       .
303610;A048106;CRI1122;GM1586;2020JJ00;30;       .
303611;A048106;CRI1122;GM1586;2021JJ00;25;       .
303620;A048106;CRI1122;GM0826;2018JJ00;135;     2.5
303621;A048106;CRI1122;GM0826;2019JJ00;155;     2.8
303622;A048106;CRI1122;GM0826;2020JJ00;140;     2.5
303623;A048106;CRI1122;GM0826;2021JJ00;125;     2.3
303632;A048106;CRI1122;GM0580;2018JJ00;;
303633;A048106;CRI1122;GM0580;2019JJ00;;
303634;A048106;CRI1122;GM0580;2020JJ00;;
303635;A048106;CRI1122;GM0580;2021JJ00;;
303644;A048106;CRI1122;GM0085;2018JJ00;20;       .
303645;A048106;CRI1122;GM0085;2019JJ00;10;       .
303646;A048106;CRI1122;GM0085;2020JJ00;5;       .
303647;A048106;CRI1122;GM0085;2021JJ00;10;       .
303656;A048106;CRI1122;GM0431;2018JJ00;10;       .
303657;A048106;CRI1122;GM0431;2019JJ00;15;       .
303658;A048106;CRI1122;GM0431;2020JJ00;5;       .
303659;A048106;CRI1122;GM0431;2021JJ00;5;       .
303668;A048106;CRI1122;GM0432;2018JJ00;5;       .
303669;A048106;CRI1122;GM0432;2019JJ00;10;       .
303670;A048106;CRI1122;GM0432;2020JJ00;5;       .
303671;A048106;CRI1122;GM0432;2021JJ00;10;       .
303680;A048106;CRI1122;GM0086;2018JJ00;25;       .
303681;A048106;CRI1122;GM0086;2019JJ00;15;       .
303682;A048106;CRI1122;GM0086;2020JJ00;15;       .
303683;A048106;CRI1122;GM0086;2021JJ00;10;       .
303692;A048106;CRI1122;GM0828;2018JJ00;555;     6.1
303693;A048106;CRI1122;GM0828;2019JJ00;740;     8.1
303694;A048106;CRI1122;GM0828;2020JJ00;545;     5.9
303695;A048106;CRI1122;GM0828;2021JJ00;600;     6.5
303704;A048106;CRI1122;GM0584;2018JJ00;35;       .
303705;A048106;CRI1122;GM0584;2019JJ00;;
303706;A048106;CRI1122;GM0584;2020JJ00;;
303707;A048106;CRI1122;GM0584;2021JJ00;;
303716;A048106;CRI1122;GM1509;2018JJ00;40;       .
303717;A048106;CRI1122;GM1509;2019JJ00;40;       .
303718;A048106;CRI1122;GM1509;2020JJ00;35;       .
303719;A048106;CRI1122;GM1509;2021JJ00;35;       .
303728;A048106;CRI1122;GM0437;2018JJ00;60;       .
303729;A048106;CRI1122;GM0437;2019JJ00;75;       .
303730;A048106;CRI1122;GM0437;2020JJ00;80;       .
303731;A048106;CRI1122;GM0437;2021JJ00;75;       .
303740;A048106;CRI1122;GM0644;2018JJ00;;
303741;A048106;CRI1122;GM0644;2019JJ00;;
303742;A048106;CRI1122;GM0644;2020JJ00;;
303743;A048106;CRI1122;GM0644;2021JJ00;;
303752;A048106;CRI1122;GM0589;2018JJ00;10;       .
303753;A048106;CRI1122;GM0589;2019JJ00;30;       .
303754;A048106;CRI1122;GM0589;2020JJ00;20;       .
303755;A048106;CRI1122;GM0589;2021JJ00;10;       .
303764;A048106;CRI1122;GM1734;2018JJ00;90;       .
303765;A048106;CRI1122;GM1734;2019JJ00;65;       .
303766;A048106;CRI1122;GM1734;2020JJ00;70;       .
303767;A048106;CRI1122;GM1734;2021JJ00;70;       .
303776;A048106;CRI1122;GM0590;2018JJ00;55;       .
303777;A048106;CRI1122;GM0590;2019JJ00;75;       .
303778;A048106;CRI1122;GM0590;2020JJ00;60;       .
303779;A048106;CRI1122;GM0590;2021JJ00;55;       .
303788;A048106;CRI1122;GM1894;2018JJ00;65;       .
303789;A048106;CRI1122;GM1894;2019JJ00;75;       .
303790;A048106;CRI1122;GM1894;2020JJ00;45;       .
303791;A048106;CRI1122;GM1894;2021JJ00;70;       .
303800;A048106;CRI1122;GM0765;2018JJ00;5;       .
303801;A048106;CRI1122;GM0765;2019JJ00;5;       .
303802;A048106;CRI1122;GM0765;2020JJ00;5;       .
303803;A048106;CRI1122;GM0765;2021JJ00;15;       .
303812;A048106;CRI1122;GM1926;2018JJ00;175;     3.2
303813;A048106;CRI1122;GM1926;2019JJ00;225;     4.1
303814;A048106;CRI1122;GM1926;2020JJ00;225;     4.1
303815;A048106;CRI1122;GM1926;2021JJ00;175;     3.1
303824;A048106;CRI1122;GM0439;2018JJ00;110;     1.4
303825;A048106;CRI1122;GM0439;2019JJ00;145;     1.8
303826;A048106;CRI1122;GM0439;2020JJ00;85;       .
303827;A048106;CRI1122;GM0439;2021JJ00;125;     1.5
303836;A048106;CRI1122;GM0273;2018JJ00;35;       .
303837;A048106;CRI1122;GM0273;2019JJ00;45;       .
303838;A048106;CRI1122;GM0273;2020JJ00;45;       .
303839;A048106;CRI1122;GM0273;2021JJ00;35;       .
303848;A048106;CRI1122;GM0177;2018JJ00;40;       .
303849;A048106;CRI1122;GM0177;2019JJ00;35;       .
303850;A048106;CRI1122;GM0177;2020JJ00;40;       .
303851;A048106;CRI1122;GM0177;2021JJ00;30;       .
303860;A048106;CRI1122;GM0595;2018JJ00;;
303861;A048106;CRI1122;GM0595;2019JJ00;;
303862;A048106;CRI1122;GM0595;2020JJ00;;
303863;A048106;CRI1122;GM0595;2021JJ00;;
303872;A048106;CRI1122;GM0703;2018JJ00;20;       .
303873;A048106;CRI1122;GM0703;2019JJ00;25;       .
303874;A048106;CRI1122;GM0703;2020JJ00;15;       .
303875;A048106;CRI1122;GM0703;2021JJ00;25;       .
303884;A048106;CRI1122;GM0274;2018JJ00;50;       .
303885;A048106;CRI1122;GM0274;2019JJ00;35;       .
303886;A048106;CRI1122;GM0274;2020JJ00;40;       .
303887;A048106;CRI1122;GM0274;2021JJ00;50;       .
303896;A048106;CRI1122;GM0339;2018JJ00;0;     0.0
303897;A048106;CRI1122;GM0339;2019JJ00;0;     0.0
303898;A048106;CRI1122;GM0339;2020JJ00;5;       .
303899;A048106;CRI1122;GM0339;2021JJ00;5;       .
303908;A048106;CRI1122;GM1667;2018JJ00;30;       .
303909;A048106;CRI1122;GM1667;2019JJ00;15;       .
303910;A048106;CRI1122;GM1667;2020JJ00;15;       .
303911;A048106;CRI1122;GM1667;2021JJ00;15;       .
303920;A048106;CRI1122;GM0275;2018JJ00;130;     3.0
303921;A048106;CRI1122;GM0275;2019JJ00;135;     3.1
303922;A048106;CRI1122;GM0275;2020JJ00;125;     2.8
303923;A048106;CRI1122;GM0275;2021JJ00;105;     2.5
303932;A048106;CRI1122;GM0340;2018JJ00;25;       .
303933;A048106;CRI1122;GM0340;2019JJ00;10;       .
303934;A048106;CRI1122;GM0340;2020JJ00;15;       .
303935;A048106;CRI1122;GM0340;2021JJ00;20;       .
303944;A048106;CRI1122;GM0597;2018JJ00;175;     3.9
303945;A048106;CRI1122;GM0597;2019JJ00;125;     2.7
303946;A048106;CRI1122;GM0597;2020JJ00;115;     2.5
303947;A048106;CRI1122;GM0597;2021JJ00;90;       .
303956;A048106;CRI1122;GM0196;2018JJ00;;
303957;A048106;CRI1122;GM0196;2019JJ00;;
303958;A048106;CRI1122;GM0196;2020JJ00;;
303959;A048106;CRI1122;GM0196;2021JJ00;;
303968;A048106;CRI1122;GM1672;2018JJ00;;
303969;A048106;CRI1122;GM1672;2019JJ00;;
303970;A048106;CRI1122;GM1672;2020JJ00;;
303971;A048106;CRI1122;GM1672;2021JJ00;;
303980;A048106;CRI1122;GM1742;2018JJ00;80;       .
303981;A048106;CRI1122;GM1742;2019JJ00;60;       .
303982;A048106;CRI1122;GM1742;2020JJ00;30;       .
303983;A048106;CRI1122;GM1742;2021JJ00;65;       .
303992;A048106;CRI1122;GM0603;2018JJ00;260;     5.0
303993;A048106;CRI1122;GM0603;2019JJ00;220;     4.1
303994;A048106;CRI1122;GM0603;2020JJ00;240;     4.4
303995;A048106;CRI1122;GM0603;2021JJ00;230;     4.1
304004;A048106;CRI1122;GM1669;2018JJ00;25;       .
304005;A048106;CRI1122;GM1669;2019JJ00;30;       .
304006;A048106;CRI1122;GM1669;2020JJ00;35;       .
304007;A048106;CRI1122;GM1669;2021JJ00;25;       .
304016;A048106;CRI1122;GM0957;2018JJ00;330;     5.7
304017;A048106;CRI1122;GM0957;2019JJ00;270;     4.7
304018;A048106;CRI1122;GM0957;2020JJ00;250;     4.3
304019;A048106;CRI1122;GM0957;2021JJ00;275;     4.7
304028;A048106;CRI1122;GM0736;2018JJ00;50;       .
304029;A048106;CRI1122;GM0736;2019JJ00;45;       .
304030;A048106;CRI1122;GM0736;2020JJ00;40;       .
304031;A048106;CRI1122;GM0736;2021JJ00;50;       .
304040;A048106;CRI1122;GM1674;2018JJ00;220;     2.8
304041;A048106;CRI1122;GM1674;2019JJ00;270;     3.5
304042;A048106;CRI1122;GM1674;2020JJ00;260;     3.3
304043;A048106;CRI1122;GM1674;2021JJ00;305;     4.0
304052;A048106;CRI1122;GM0599;2018JJ00;3925;     6.1
304053;A048106;CRI1122;GM0599;2019JJ00;3960;     6.1
304054;A048106;CRI1122;GM0599;2020JJ00;4285;     6.6
304055;A048106;CRI1122;GM0599;2021JJ00;3615;     5.5
304064;A048106;CRI1122;GM0600;2018JJ00;;
304065;A048106;CRI1122;GM0600;2019JJ00;;
304066;A048106;CRI1122;GM0600;2020JJ00;;
304067;A048106;CRI1122;GM0600;2021JJ00;;
304076;A048106;CRI1122;GM0277;2018JJ00;0;     0.0
304077;A048106;CRI1122;GM0277;2019JJ00;0;     0.0
304078;A048106;CRI1122;GM0277;2020JJ00;0;     0.0
304079;A048106;CRI1122;GM0277;2021JJ00;0;     0.0
304088;A048106;CRI1122;GM0840;2018JJ00;10;       .
304089;A048106;CRI1122;GM0840;2019JJ00;15;       .
304090;A048106;CRI1122;GM0840;2020JJ00;25;       .
304091;A048106;CRI1122;GM0840;2021JJ00;35;       .
304100;A048106;CRI1122;GM0441;2018JJ00;85;       .
304101;A048106;CRI1122;GM0441;2019JJ00;105;     2.3
304102;A048106;CRI1122;GM0441;2020JJ00;75;       .
304103;A048106;CRI1122;GM0441;2021JJ00;75;       .
304112;A048106;CRI1122;GM0458;2018JJ00;;
304113;A048106;CRI1122;GM0458;2019JJ00;;
304114;A048106;CRI1122;GM0458;2020JJ00;;
304115;A048106;CRI1122;GM0458;2021JJ00;;
304124;A048106;CRI1122;GM0279;2018JJ00;15;       .
304125;A048106;CRI1122;GM0279;2019JJ00;10;       .
304126;A048106;CRI1122;GM0279;2020JJ00;20;       .
304127;A048106;CRI1122;GM0279;2021JJ00;20;       .
304136;A048106;CRI1122;GM0606;2018JJ00;430;     5.5
304137;A048106;CRI1122;GM0606;2019JJ00;495;     6.3
304138;A048106;CRI1122;GM0606;2020JJ00;400;     5.1
304139;A048106;CRI1122;GM0606;2021JJ00;390;     4.9
304148;A048106;CRI1122;GM0088;2018JJ00;0;     0.0
304149;A048106;CRI1122;GM0088;2019JJ00;0;     0.0
304150;A048106;CRI1122;GM0088;2020JJ00;0;     0.0
304151;A048106;CRI1122;GM0088;2021JJ00;5;       .
304160;A048106;CRI1122;GM0844;2018JJ00;;
304161;A048106;CRI1122;GM0844;2019JJ00;;
304162;A048106;CRI1122;GM0844;2020JJ00;;
304163;A048106;CRI1122;GM0844;2021JJ00;;
304172;A048106;CRI1122;GM0962;2018JJ00;10;       .
304173;A048106;CRI1122;GM0962;2019JJ00;;
304174;A048106;CRI1122;GM0962;2020JJ00;;
304175;A048106;CRI1122;GM0962;2021JJ00;;
304184;A048106;CRI1122;GM0608;2018JJ00;;
304185;A048106;CRI1122;GM0608;2019JJ00;;
304186;A048106;CRI1122;GM0608;2020JJ00;;
304187;A048106;CRI1122;GM0608;2021JJ00;;
304196;A048106;CRI1122;GM1676;2018JJ00;55;       .
304197;A048106;CRI1122;GM1676;2019JJ00;60;       .
304198;A048106;CRI1122;GM1676;2020JJ00;50;       .
304199;A048106;CRI1122;GM1676;2021JJ00;55;       .
304208;A048106;CRI1122;GM0965;2018JJ00;0;     0.0
304209;A048106;CRI1122;GM0965;2019JJ00;5;       .
304210;A048106;CRI1122;GM0965;2020JJ00;5;       .
304211;A048106;CRI1122;GM0965;2021JJ00;15;       .
304220;A048106;CRI1122;GM1702;2018JJ00;10;       .
304221;A048106;CRI1122;GM1702;2019JJ00;20;       .
304222;A048106;CRI1122;GM1702;2020JJ00;5;       .
304223;A048106;CRI1122;GM1702;2021JJ00;5;       .
304232;A048106;CRI1122;GM0845;2018JJ00;50;       .
304233;A048106;CRI1122;GM0845;2019JJ00;35;       .
304234;A048106;CRI1122;GM0845;2020JJ00;35;       .
304235;A048106;CRI1122;GM0845;2021JJ00;50;       .
304244;A048106;CRI1122;GM0846;2018JJ00;;
304245;A048106;CRI1122;GM0846;2019JJ00;;
304246;A048106;CRI1122;GM0846;2020JJ00;;
304247;A048106;CRI1122;GM0846;2021JJ00;;
304256;A048106;CRI1122;GM1883;2018JJ00;545;     5.8
304257;A048106;CRI1122;GM1883;2019JJ00;345;     3.7
304258;A048106;CRI1122;GM1883;2020JJ00;215;     2.3
304259;A048106;CRI1122;GM1883;2021JJ00;195;     2.1
304268;A048106;CRI1122;GM0051;2018JJ00;;
304269;A048106;CRI1122;GM0051;2019JJ00;;
304270;A048106;CRI1122;GM0051;2020JJ00;;
304271;A048106;CRI1122;GM0051;2021JJ00;;
304280;A048106;CRI1122;GM0610;2018JJ00;45;       .
304281;A048106;CRI1122;GM0610;2019JJ00;30;       .
304282;A048106;CRI1122;GM0610;2020JJ00;35;       .
304283;A048106;CRI1122;GM0610;2021JJ00;25;       .
304292;A048106;CRI1122;GM0040;2018JJ00;;
304293;A048106;CRI1122;GM0040;2019JJ00;;
304294;A048106;CRI1122;GM0040;2020JJ00;;
304295;A048106;CRI1122;GM0040;2021JJ00;;
304304;A048106;CRI1122;GM1714;2018JJ00;15;       .
304305;A048106;CRI1122;GM1714;2019JJ00;10;       .
304306;A048106;CRI1122;GM1714;2020JJ00;25;       .
304307;A048106;CRI1122;GM1714;2021JJ00;10;       .
304316;A048106;CRI1122;GM0090;2018JJ00;235;     4.2
304317;A048106;CRI1122;GM0090;2019JJ00;200;     3.5
304318;A048106;CRI1122;GM0090;2020JJ00;170;     3.1
304319;A048106;CRI1122;GM0090;2021JJ00;180;     3.2
304328;A048106;CRI1122;GM0091;2018JJ00;;
304329;A048106;CRI1122;GM0091;2019JJ00;;
304330;A048106;CRI1122;GM0091;2020JJ00;;
304331;A048106;CRI1122;GM0091;2021JJ00;;
304340;A048106;CRI1122;GM0342;2018JJ00;65;       .
304341;A048106;CRI1122;GM0342;2019JJ00;110;     2.4
304342;A048106;CRI1122;GM0342;2020JJ00;155;     3.3
304343;A048106;CRI1122;GM0342;2021JJ00;125;     2.6
304352;A048106;CRI1122;GM0847;2018JJ00;25;       .
304353;A048106;CRI1122;GM0847;2019JJ00;45;       .
304354;A048106;CRI1122;GM0847;2020JJ00;40;       .
304355;A048106;CRI1122;GM0847;2021JJ00;50;       .
304364;A048106;CRI1122;GM0848;2018JJ00;45;       .
304365;A048106;CRI1122;GM0848;2019JJ00;15;       .
304366;A048106;CRI1122;GM0848;2020JJ00;25;       .
304367;A048106;CRI1122;GM0848;2021JJ00;45;       .
304376;A048106;CRI1122;GM0612;2018JJ00;;
304377;A048106;CRI1122;GM0612;2019JJ00;;
304378;A048106;CRI1122;GM0612;2020JJ00;;
304379;A048106;CRI1122;GM0612;2021JJ00;;
304388;A048106;CRI1122;GM0037;2018JJ00;35;       .
304389;A048106;CRI1122;GM0037;2019JJ00;45;       .
304390;A048106;CRI1122;GM0037;2020JJ00;25;       .
304391;A048106;CRI1122;GM0037;2021JJ00;65;       .
304400;A048106;CRI1122;GM0180;2018JJ00;5;       .
304401;A048106;CRI1122;GM0180;2019JJ00;5;       .
304402;A048106;CRI1122;GM0180;2020JJ00;5;       .
304403;A048106;CRI1122;GM0180;2021JJ00;5;       .
304412;A048106;CRI1122;GM0532;2018JJ00;105;     4.8
304413;A048106;CRI1122;GM0532;2019JJ00;95;     4.5
304414;A048106;CRI1122;GM0532;2020JJ00;70;       .
304415;A048106;CRI1122;GM0532;2021JJ00;60;       .
304424;A048106;CRI1122;GM0851;2018JJ00;25;       .
304425;A048106;CRI1122;GM0851;2019JJ00;20;       .
304426;A048106;CRI1122;GM0851;2020JJ00;15;       .
304427;A048106;CRI1122;GM0851;2021JJ00;20;       .
304436;A048106;CRI1122;GM1708;2018JJ00;60;       .
304437;A048106;CRI1122;GM1708;2019JJ00;55;       .
304438;A048106;CRI1122;GM1708;2020JJ00;50;       .
304439;A048106;CRI1122;GM1708;2021JJ00;30;       .
304448;A048106;CRI1122;GM0971;2018JJ00;25;       .
304449;A048106;CRI1122;GM0971;2019JJ00;20;       .
304450;A048106;CRI1122;GM0971;2020JJ00;25;       .
304451;A048106;CRI1122;GM0971;2021JJ00;15;       .
304460;A048106;CRI1122;GM1904;2018JJ00;150;     2.3
304461;A048106;CRI1122;GM1904;2019JJ00;150;     2.3
304462;A048106;CRI1122;GM1904;2020JJ00;140;     2.2
304463;A048106;CRI1122;GM1904;2021JJ00;130;     2.0
304472;A048106;CRI1122;GM0617;2018JJ00;5;       .
304473;A048106;CRI1122;GM0617;2019JJ00;;
304474;A048106;CRI1122;GM0617;2020JJ00;;
304475;A048106;CRI1122;GM0617;2021JJ00;;
304484;A048106;CRI1122;GM1900;2018JJ00;165;     1.9
304485;A048106;CRI1122;GM1900;2019JJ00;200;     2.2
304486;A048106;CRI1122;GM1900;2020JJ00;135;     1.5
304487;A048106;CRI1122;GM1900;2021JJ00;135;     1.5
304496;A048106;CRI1122;GM0715;2018JJ00;55;       .
304497;A048106;CRI1122;GM0715;2019JJ00;65;       .
304498;A048106;CRI1122;GM0715;2020JJ00;45;       .
304499;A048106;CRI1122;GM0715;2021JJ00;40;       .
304508;A048106;CRI1122;GM0093;2018JJ00;10;       .
304509;A048106;CRI1122;GM0093;2019JJ00;15;       .
304510;A048106;CRI1122;GM0093;2020JJ00;5;       .
304511;A048106;CRI1122;GM0093;2021JJ00;10;       .
304520;A048106;CRI1122;GM0448;2018JJ00;15;       .
304521;A048106;CRI1122;GM0448;2019JJ00;20;       .
304522;A048106;CRI1122;GM0448;2020JJ00;15;       .
304523;A048106;CRI1122;GM0448;2021JJ00;15;       .
304532;A048106;CRI1122;GM1525;2018JJ00;70;       .
304533;A048106;CRI1122;GM1525;2019JJ00;120;     3.2
304534;A048106;CRI1122;GM1525;2020JJ00;130;     3.5
304535;A048106;CRI1122;GM1525;2021JJ00;75;       .
304544;A048106;CRI1122;GM0716;2018JJ00;20;       .
304545;A048106;CRI1122;GM0716;2019JJ00;10;       .
304546;A048106;CRI1122;GM0716;2020JJ00;15;       .
304547;A048106;CRI1122;GM0716;2021JJ00;10;       .
304556;A048106;CRI1122;GM0281;2018JJ00;135;     3.2
304557;A048106;CRI1122;GM0281;2019JJ00;250;     5.9
304558;A048106;CRI1122;GM0281;2020JJ00;200;     4.7
304559;A048106;CRI1122;GM0281;2021JJ00;190;     4.5
304568;A048106;CRI1122;GM0855;2018JJ00;1865;     8.6
304569;A048106;CRI1122;GM0855;2019JJ00;1680;     7.7
304570;A048106;CRI1122;GM0855;2020JJ00;1485;     6.8
304571;A048106;CRI1122;GM0855;2021JJ00;1615;     7.3
304580;A048106;CRI1122;GM0183;2018JJ00;20;       .
304581;A048106;CRI1122;GM0183;2019JJ00;15;       .
304582;A048106;CRI1122;GM0183;2020JJ00;10;       .
304583;A048106;CRI1122;GM0183;2021JJ00;10;       .
304592;A048106;CRI1122;GM1700;2018JJ00;40;       .
304593;A048106;CRI1122;GM1700;2019JJ00;40;       .
304594;A048106;CRI1122;GM1700;2020JJ00;25;       .
304595;A048106;CRI1122;GM1700;2021JJ00;30;       .
304604;A048106;CRI1122;GM1730;2018JJ00;35;       .
304605;A048106;CRI1122;GM1730;2019JJ00;40;       .
304606;A048106;CRI1122;GM1730;2020JJ00;25;       .
304607;A048106;CRI1122;GM1730;2021JJ00;45;       .
304616;A048106;CRI1122;GM0737;2018JJ00;25;       .
304617;A048106;CRI1122;GM0737;2019JJ00;30;       .
304618;A048106;CRI1122;GM0737;2020JJ00;15;       .
304619;A048106;CRI1122;GM0737;2021JJ00;15;       .
304628;A048106;CRI1122;GM0282;2018JJ00;;
304629;A048106;CRI1122;GM0282;2019JJ00;;
304630;A048106;CRI1122;GM0282;2020JJ00;;
